created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks
2020-08-18 02:05:50,2020-08-18 10:58:39,961,3,964,1,"https://gerrit.wikimedia.org/r/#/q/753f685d,n,z",31969.0,1.36.0-wmf.5,193,0
2020-08-17 21:53:20,2020-08-17 22:44:09,2,2,4,2,"https://gerrit.wikimedia.org/r/#/q/b4e53474,n,z",3049.0,1.36.0-wmf.5,193,0
2020-07-16 22:32:32,2020-08-17 20:37:25,76,414,490,5,"https://gerrit.wikimedia.org/r/#/q/585cbcd7,n,z",2757893.0,1.36.0-wmf.5,193,0
2020-08-17 18:24:18,2020-08-17 19:40:20,33,27,60,1,"https://gerrit.wikimedia.org/r/#/q/13dfd358,n,z",4562.0,1.36.0-wmf.5,193,0
2020-08-12 22:16:52,2020-08-17 18:38:05,9,75,84,4,"https://gerrit.wikimedia.org/r/#/q/36da9ef2,n,z",418873.0,1.36.0-wmf.5,193,0
2020-05-11 06:50:14,2020-08-16 16:53:06,12,0,12,1,"https://gerrit.wikimedia.org/r/#/q/77791e01,n,z",8416972.0,1.36.0-wmf.5,193,0
2020-08-15 20:19:02,2020-08-17 13:33:46,1,0,1,1,"https://gerrit.wikimedia.org/r/#/q/918bab5f,n,z",148484.0,1.36.0-wmf.5,193,0
2020-08-06 19:37:14,2020-08-17 20:56:24,130,39,169,13,"https://gerrit.wikimedia.org/r/#/q/0c2cc49b,n,z",955150.0,1.36.0-wmf.5,193,0
2020-02-22 01:03:27,2020-08-17 20:54:50,50,66,116,12,"https://gerrit.wikimedia.org/r/#/q/274c4232,n,z",15364283.0,1.36.0-wmf.5,193,0
2020-08-12 02:04:42,2020-08-17 20:58:27,8,13,21,5,"https://gerrit.wikimedia.org/r/#/q/7a1d6410,n,z",500025.0,1.36.0-wmf.5,193,0
2020-08-13 15:31:00,2020-08-13 22:53:09,8,0,8,4,"https://gerrit.wikimedia.org/r/#/q/0de9d89e,n,z",26529.0,1.36.0-wmf.5,193,0
2020-08-06 20:56:15,2020-08-14 18:24:22,20,5,25,3,"https://gerrit.wikimedia.org/r/#/q/95d0dd7a,n,z",682087.0,1.36.0-wmf.5,193,0
2020-08-13 04:24:57,2020-08-13 06:48:37,5,4,9,2,"https://gerrit.wikimedia.org/r/#/q/65235005,n,z",8620.0,1.36.0-wmf.5,193,0
2020-08-12 22:16:52,2020-08-13 10:20:42,8,15,23,2,"https://gerrit.wikimedia.org/r/#/q/2febd086,n,z",43430.0,1.36.0-wmf.5,193,0
2020-08-12 22:27:54,2020-08-17 18:42:21,2,14,16,1,"https://gerrit.wikimedia.org/r/#/q/fd61ab4b,n,z",418467.0,1.36.0-wmf.5,193,0
