created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_time
2018-12-31 17:45:41,2019-07-09 16:11:09,38,1,39,15,"https://gerrit.wikimedia.org/r/#/q/c40d76e2,n,z",16410328.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-09 09:32:14,2019-07-09 17:47:16,169,104,273,3,"https://gerrit.wikimedia.org/r/#/q/4245a2c2,n,z",29702.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-09 05:56:33,2019-07-09 17:47:24,0,2,2,1,"https://gerrit.wikimedia.org/r/#/q/95a797c0,n,z",42651.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-09 01:39:06,2019-07-09 18:00:06,91,90,181,2,"https://gerrit.wikimedia.org/r/#/q/f43e8dc7,n,z",58860.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 19:12:33,2019-07-08 22:48:55,30,2,32,1,"https://gerrit.wikimedia.org/r/#/q/670687fa,n,z",12982.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 21:54:32,2019-07-08 22:44:40,3,0,3,1,"https://gerrit.wikimedia.org/r/#/q/9310c1e8,n,z",3008.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 22:04:35,2019-07-08 23:47:49,1,1,2,2,"https://gerrit.wikimedia.org/r/#/q/e40296ee,n,z",6194.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 21:59:05,2019-07-08 23:44:40,4,4,8,1,"https://gerrit.wikimedia.org/r/#/q/c7411469,n,z",6335.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 21:31:10,2019-07-08 22:10:40,7,52,59,3,"https://gerrit.wikimedia.org/r/#/q/6f3029a6,n,z",2370.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 21:55:57,2019-07-08 23:21:26,15,19,34,3,"https://gerrit.wikimedia.org/r/#/q/720dab42,n,z",5129.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 21:21:10,2019-07-08 22:07:21,2,5,7,2,"https://gerrit.wikimedia.org/r/#/q/0ca403d3,n,z",2771.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 20:26:29,2019-07-08 22:07:27,13,15,28,2,"https://gerrit.wikimedia.org/r/#/q/da31eba4,n,z",6058.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 16:08:44,2019-07-08 18:02:28,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/6c462836,n,z",6824.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 13:29:18,2019-07-08 15:59:17,97,253,350,1,"https://gerrit.wikimedia.org/r/#/q/5a78d326,n,z",8999.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-07-08 14:26:26,2019-07-08 15:50:44,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/9d08657a,n,z",5058.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
2019-05-10 15:56:54,2019-07-08 17:00:13,7,4,11,4,"https://gerrit.wikimedia.org/r/#/q/97c13ffe,n,z",5101399.0,1.34.0-wmf.13,471,2,Jeena Huneidi,14912,0,0,0,1104709
