created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_total_time
2020-05-05 16:39:23,2020-05-05 17:08:33,961,3,964,1,"https://gerrit.wikimedia.org/r/#/q/c1198cb3,n,z",1750.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-30 02:37:00,2020-05-05 02:54:07,53,26,79,4,"https://gerrit.wikimedia.org/r/#/q/a339338e,n,z",433027.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-03-27 02:38:35,2020-05-05 15:47:03,19,0,19,9,"https://gerrit.wikimedia.org/r/#/q/e8046749,n,z",3416908.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-03-06 05:26:42,2020-05-05 15:32:33,4941,0,4941,19,"https://gerrit.wikimedia.org/r/#/q/4df10842,n,z",5220351.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-15 06:38:58,2020-05-05 06:56:57,138,10,148,10,"https://gerrit.wikimedia.org/r/#/q/b361cf72,n,z",1729079.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 02:29:37,2020-05-05 15:05:13,0,40,40,7,"https://gerrit.wikimedia.org/r/#/q/b2d848d6,n,z",390936.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 06:51:39,2020-05-05 15:21:19,89,86,175,4,"https://gerrit.wikimedia.org/r/#/q/550f5930,n,z",376180.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 02:09:34,2020-05-05 15:24:09,15,5,20,2,"https://gerrit.wikimedia.org/r/#/q/2bcabb0d,n,z",134075.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 21:27:00,2020-05-04 23:56:06,3,2,5,1,"https://gerrit.wikimedia.org/r/#/q/b5ccf229,n,z",8946.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-18 17:50:04,2020-05-05 02:14:33,3,217,220,4,"https://gerrit.wikimedia.org/r/#/q/6854834c,n,z",1412669.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-01-18 19:11:10,2020-05-04 23:38:32,76,0,76,11,"https://gerrit.wikimedia.org/r/#/q/8a4c4004,n,z",9260842.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-21 18:09:41,2020-05-04 22:58:03,48,43,91,2,"https://gerrit.wikimedia.org/r/#/q/b7ac5543,n,z",1140502.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 20:55:12,2020-05-05 15:10:20,187,95,282,1,"https://gerrit.wikimedia.org/r/#/q/31fbff89,n,z",65708.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 20:55:12,2020-05-05 15:09:52,306,258,564,1,"https://gerrit.wikimedia.org/r/#/q/591ece50,n,z",65680.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 20:47:43,2020-05-04 22:57:04,46,29,75,3,"https://gerrit.wikimedia.org/r/#/q/9a868a0b,n,z",7761.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-02 12:22:50,2020-05-04 21:10:04,2,2,4,3,"https://gerrit.wikimedia.org/r/#/q/cb72a5e7,n,z",204434.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-20 17:17:00,2020-05-04 22:05:04,67,103,170,9,"https://gerrit.wikimedia.org/r/#/q/09de9f34,n,z",1226884.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-16 15:47:48,2020-05-04 19:33:20,56,2,58,13,"https://gerrit.wikimedia.org/r/#/q/d6084c9d,n,z",1568732.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-02 12:08:22,2020-05-04 19:30:44,5,5,10,4,"https://gerrit.wikimedia.org/r/#/q/956cd210,n,z",199342.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 15:21:01,2020-05-04 17:56:36,1,1,2,2,"https://gerrit.wikimedia.org/r/#/q/e25e5ec7,n,z",9335.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 21:07:41,2020-05-04 23:30:45,86,61,147,4,"https://gerrit.wikimedia.org/r/#/q/3c2b08d0,n,z",267784.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 16:41:39,2020-05-04 20:00:45,41,30,71,2,"https://gerrit.wikimedia.org/r/#/q/161fab3a,n,z",11946.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 15:53:33,2020-05-04 19:56:55,130,0,130,2,"https://gerrit.wikimedia.org/r/#/q/08791d1c,n,z",14602.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-04 07:05:12,2020-05-04 09:42:21,0,10,10,1,"https://gerrit.wikimedia.org/r/#/q/e5066d0b,n,z",9429.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-02 17:40:56,2020-05-03 20:25:41,24,24,48,3,"https://gerrit.wikimedia.org/r/#/q/387f3c2a,n,z",96285.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-13 22:31:14,2020-05-02 18:46:34,3,2,5,2,"https://gerrit.wikimedia.org/r/#/q/d2bf7059,n,z",1628120.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-29 21:24:30,2020-05-02 18:45:27,125,69,194,5,"https://gerrit.wikimedia.org/r/#/q/f5d50c15,n,z",249657.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-02 11:46:16,2020-05-05 01:29:51,9,0,9,1,"https://gerrit.wikimedia.org/r/#/q/26cf0fc2,n,z",222215.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 00:38:48,2020-05-05 01:38:38,176,80,256,7,"https://gerrit.wikimedia.org/r/#/q/8ba1c755,n,z",349190.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-02 00:49:36,2020-05-02 02:05:31,4,7,11,3,"https://gerrit.wikimedia.org/r/#/q/3310d6b9,n,z",4555.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-15 13:50:31,2020-05-02 00:34:30,1,28,29,5,"https://gerrit.wikimedia.org/r/#/q/385ab887,n,z",1421039.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 21:33:39,2020-05-01 22:15:40,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/bb108d13,n,z",2521.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 20:47:43,2020-05-01 21:31:16,297,264,561,2,"https://gerrit.wikimedia.org/r/#/q/8588345d,n,z",2613.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 19:47:45,2020-05-01 20:08:45,3,0,3,3,"https://gerrit.wikimedia.org/r/#/q/3eeb2e23,n,z",1260.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-29 15:41:17,2020-05-01 18:57:19,4,1,5,1,"https://gerrit.wikimedia.org/r/#/q/02e1285c,n,z",184562.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 18:24:32,2020-05-01 20:48:10,3,3,6,1,"https://gerrit.wikimedia.org/r/#/q/618ae61f,n,z",8618.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-30 18:29:37,2020-05-02 18:45:50,1,5,6,5,"https://gerrit.wikimedia.org/r/#/q/aed1e72c,n,z",173773.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-30 17:11:52,2020-05-01 17:40:34,5,4,9,1,"https://gerrit.wikimedia.org/r/#/q/42ab144c,n,z",88122.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 16:58:39,2020-05-02 00:01:29,1,11,12,2,"https://gerrit.wikimedia.org/r/#/q/6f51591d,n,z",25370.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 16:58:39,2020-05-02 00:01:23,2,26,28,3,"https://gerrit.wikimedia.org/r/#/q/8c2fdd04,n,z",25364.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-30 22:44:22,2020-05-01 17:44:39,82,16,98,2,"https://gerrit.wikimedia.org/r/#/q/4354b0d9,n,z",68417.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-30 18:29:37,2020-05-01 17:59:56,47,1,48,4,"https://gerrit.wikimedia.org/r/#/q/e9c77002,n,z",84619.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-30 18:29:37,2020-05-01 17:31:51,8,6,14,2,"https://gerrit.wikimedia.org/r/#/q/4be5de1f,n,z",82934.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 16:19:17,2020-05-01 17:40:27,2,2,4,3,"https://gerrit.wikimedia.org/r/#/q/4b5984bc,n,z",4870.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-30 21:47:26,2020-05-01 17:55:24,174,115,289,4,"https://gerrit.wikimedia.org/r/#/q/49707c59,n,z",72478.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-28 18:40:55,2020-05-01 17:19:58,12,14,26,6,"https://gerrit.wikimedia.org/r/#/q/3781f411,n,z",254343.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-05-01 05:06:08,2020-05-01 16:00:02,1,1,2,4,"https://gerrit.wikimedia.org/r/#/q/5e9d1556,n,z",39234.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
2020-04-24 00:55:09,2020-05-01 19:14:28,35,21,56,2,"https://gerrit.wikimedia.org/r/#/q/8a88d515,n,z",670759.0,1.35.0-wmf.31,427,3,Brennen Bearnes,365118,6,5,4,516489
