created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_total_time
2017-10-07 09:21:49,2017-10-11 15:45:21,219,28,247,18,"https://gerrit.wikimedia.org/r/#/q/7d96afd9,n,z",368612.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-11 15:01:50,2017-10-11 15:18:03,5,1,6,2,"https://gerrit.wikimedia.org/r/#/q/041ff357,n,z",973.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-06 13:27:51,2017-10-11 13:58:26,18,3,21,11,"https://gerrit.wikimedia.org/r/#/q/0237acc8,n,z",433835.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-11 06:04:35,2017-10-11 13:48:30,1,1,2,3,"https://gerrit.wikimedia.org/r/#/q/53c17b6f,n,z",27835.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-10 21:01:20,2017-10-11 01:46:04,27,0,27,2,"https://gerrit.wikimedia.org/r/#/q/3f62813c,n,z",17084.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-10 21:01:20,2017-10-10 22:27:13,0,47,47,2,"https://gerrit.wikimedia.org/r/#/q/f027f4a9,n,z",5153.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-09 19:31:13,2017-10-09 19:59:01,2,2,4,2,"https://gerrit.wikimedia.org/r/#/q/fc07f4f8,n,z",1668.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-09 17:10:19,2017-10-10 16:57:22,3,0,3,2,"https://gerrit.wikimedia.org/r/#/q/d8c63d0a,n,z",85623.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-09 09:13:22,2017-10-09 16:55:41,4,1,5,2,"https://gerrit.wikimedia.org/r/#/q/f72345f5,n,z",27739.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
2017-10-09 08:55:29,2017-10-09 16:55:38,7,5,12,2,"https://gerrit.wikimedia.org/r/#/q/a13cb083,n,z",28809.0,1.31.0-wmf.3,351,0,Chad Horohoe,0,1,0,0,83252
