created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_total_time
2020-08-25 02:07:11,2020-08-25 16:25:05,961,3,964,1,"https://gerrit.wikimedia.org/r/#/q/fd31f0e5,n,z",51474.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-24 16:22:01,2020-08-24 18:02:09,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/f7b3da46,n,z",6008.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-12 15:49:13,2020-08-24 17:38:06,21,3,24,5,"https://gerrit.wikimedia.org/r/#/q/afb3321e,n,z",1043333.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-23 23:38:25,2020-08-24 15:44:01,5,0,5,2,"https://gerrit.wikimedia.org/r/#/q/33754d4b,n,z",57936.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-07-16 13:07:45,2020-08-24 00:02:50,74,0,74,18,"https://gerrit.wikimedia.org/r/#/q/3e92cf9c,n,z",3322505.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-07-15 16:48:25,2020-08-23 01:15:25,23,12,35,2,"https://gerrit.wikimedia.org/r/#/q/353d9856,n,z",3313620.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-22 20:52:40,2020-08-23 16:08:45,106,33,139,3,"https://gerrit.wikimedia.org/r/#/q/61eaa48f,n,z",69365.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-22 13:18:05,2020-08-23 15:42:59,120,36,156,3,"https://gerrit.wikimedia.org/r/#/q/aecc67b8,n,z",95094.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-22 09:20:00,2020-08-22 10:05:00,1,0,1,7,"https://gerrit.wikimedia.org/r/#/q/5742f201,n,z",2700.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-07-27 14:37:10,2020-08-21 23:33:25,1,16,17,11,"https://gerrit.wikimedia.org/r/#/q/db76cf32,n,z",2192175.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-07-10 06:29:33,2020-08-22 17:17:13,123,50,173,4,"https://gerrit.wikimedia.org/r/#/q/c2edab83,n,z",3754060.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-15 12:09:49,2020-08-21 18:15:47,25,1,26,2,"https://gerrit.wikimedia.org/r/#/q/62d8fe2e,n,z",540358.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-17 22:05:47,2020-08-21 17:47:16,24,1,25,2,"https://gerrit.wikimedia.org/r/#/q/2c6c1722,n,z",330089.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-20 21:10:01,2020-08-21 17:58:51,8,0,8,5,"https://gerrit.wikimedia.org/r/#/q/f4d79db4,n,z",74930.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-21 15:31:20,2020-08-21 16:03:35,30,0,30,1,"https://gerrit.wikimedia.org/r/#/q/b34519d3,n,z",1935.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-07-18 15:07:21,2020-08-21 08:09:31,152,5,157,29,"https://gerrit.wikimedia.org/r/#/q/8c8654cc,n,z",2912530.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-12 21:15:54,2020-08-21 08:00:44,37,24,61,10,"https://gerrit.wikimedia.org/r/#/q/c75f250c,n,z",729890.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2019-10-25 08:09:07,2020-08-21 07:07:23,52,23,75,11,"https://gerrit.wikimedia.org/r/#/q/a24e8a06,n,z",26002696.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-21 00:33:27,2020-08-21 02:32:28,1,1,2,4,"https://gerrit.wikimedia.org/r/#/q/ea545aa8,n,z",7141.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-08-10 09:39:33,2020-08-21 03:01:04,1,0,1,3,"https://gerrit.wikimedia.org/r/#/q/ad0b2a24,n,z",926491.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
2020-07-15 18:33:35,2020-08-21 07:04:42,65,293,358,8,"https://gerrit.wikimedia.org/r/#/q/e66f8e23,n,z",3155467.0,1.36.0-wmf.6,240,0,Dan Duvall,0,0,0,0,181603
