created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_total_time
2020-03-03 12:16:10,2020-03-03 12:35:00,965,2,967,1,"https://gerrit.wikimedia.org/r/#/q/e13660aa,n,z",1130.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-03-03 09:11:01,2020-03-03 10:22:49,2,2,4,1,"https://gerrit.wikimedia.org/r/#/q/4d4d4b61,n,z",4308.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-03-02 23:07:10,2020-03-03 01:14:05,19,14,33,1,"https://gerrit.wikimedia.org/r/#/q/268759c1,n,z",7615.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-06 10:56:07,2020-03-03 00:08:35,143,32,175,21,"https://gerrit.wikimedia.org/r/#/q/31283f34,n,z",2207548.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-27 12:32:11,2020-03-02 21:36:25,94,47,141,12,"https://gerrit.wikimedia.org/r/#/q/5607158b,n,z",378254.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-03-02 05:27:56,2020-03-02 22:08:45,40,43,83,1,"https://gerrit.wikimedia.org/r/#/q/5780011e,n,z",60049.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-27 22:57:52,2020-03-02 22:16:57,168,0,168,9,"https://gerrit.wikimedia.org/r/#/q/c448337b,n,z",343145.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-03-02 17:31:34,2020-03-02 19:18:42,33,1,34,1,"https://gerrit.wikimedia.org/r/#/q/f9d35b7e,n,z",6428.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-28 15:46:25,2020-03-02 20:02:52,113,128,241,8,"https://gerrit.wikimedia.org/r/#/q/e1dd371e,n,z",274587.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2019-11-09 08:18:08,2020-03-02 15:24:30,71,10,81,3,"https://gerrit.wikimedia.org/r/#/q/a14a1f39,n,z",9875182.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-27 02:07:17,2020-03-02 13:59:10,1,0,1,3,"https://gerrit.wikimedia.org/r/#/q/a1edd341,n,z",388313.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-03-02 02:23:11,2020-03-02 13:49:06,0,1,1,1,"https://gerrit.wikimedia.org/r/#/q/4029fbf3,n,z",41155.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-29 16:57:15,2020-03-02 02:10:10,1,0,1,7,"https://gerrit.wikimedia.org/r/#/q/05e884af,n,z",119575.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-29 16:49:50,2020-03-02 02:09:43,3,1,4,5,"https://gerrit.wikimedia.org/r/#/q/e193c80f,n,z",119993.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-29 16:39:23,2020-03-02 02:07:11,2,9,11,4,"https://gerrit.wikimedia.org/r/#/q/542f8522,n,z",120468.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-02-29 16:34:56,2020-03-02 02:07:04,1,1,2,6,"https://gerrit.wikimedia.org/r/#/q/df41a41d,n,z",120728.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-03-02 01:43:23,2020-03-02 21:13:20,49,38,87,7,"https://gerrit.wikimedia.org/r/#/q/974cbebb,n,z",70197.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
2020-03-02 00:58:11,2020-03-02 01:16:10,1,1,2,3,"https://gerrit.wikimedia.org/r/#/q/f05872cf,n,z",1079.0,1.35.0-wmf.22,308,1,Lars Wirzenius,1756,0,0,0,173461
