created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_time
2019-08-29 14:58:37,2019-09-03 12:48:47,35,15,50,18,"https://gerrit.wikimedia.org/r/#/q/d9eec3c9,n,z",424210.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-22 13:30:58,2019-09-03 11:22:00,495,9,504,15,"https://gerrit.wikimedia.org/r/#/q/5bbcaef2,n,z",1029062.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-07 13:47:53,2019-09-02 20:52:18,116,40,156,44,"https://gerrit.wikimedia.org/r/#/q/29e0183a,n,z",2271865.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-09-02 19:09:05,2019-09-02 23:12:29,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/8159307c,n,z",14604.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-28 20:36:31,2019-09-02 12:48:25,1,0,1,3,"https://gerrit.wikimedia.org/r/#/q/d458953f,n,z",403914.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-09-02 11:03:18,2019-09-02 11:28:10,20,26,46,3,"https://gerrit.wikimedia.org/r/#/q/ab0dfd18,n,z",1492.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-09-02 10:50:50,2019-09-02 23:03:18,1,0,1,1,"https://gerrit.wikimedia.org/r/#/q/915ec808,n,z",43948.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-09-02 10:42:05,2019-09-02 19:37:19,1,2,3,6,"https://gerrit.wikimedia.org/r/#/q/748a7fe9,n,z",32114.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-15 12:37:32,2019-09-01 23:58:10,2,2,4,3,"https://gerrit.wikimedia.org/r/#/q/a8cc16cb,n,z",1509638.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-09-01 08:43:48,2019-09-01 23:32:08,26,20,46,3,"https://gerrit.wikimedia.org/r/#/q/09407afd,n,z",53300.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-26 19:17:07,2019-09-01 22:31:08,51,22,73,1,"https://gerrit.wikimedia.org/r/#/q/3d5faa10,n,z",530041.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-07-20 22:01:35,2019-09-01 22:19:59,87,14,101,5,"https://gerrit.wikimedia.org/r/#/q/9a9944e2,n,z",3716304.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-09-01 20:34:26,2019-09-02 08:55:50,4,2,6,2,"https://gerrit.wikimedia.org/r/#/q/eccceb8f,n,z",44484.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-30 19:02:31,2019-09-01 21:30:26,55,23,78,6,"https://gerrit.wikimedia.org/r/#/q/136054d9,n,z",181675.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-19 15:44:29,2019-09-02 23:12:14,43,47,90,4,"https://gerrit.wikimedia.org/r/#/q/8f666cab,n,z",1236465.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-19 20:46:00,2019-09-01 22:43:06,16,11,27,3,"https://gerrit.wikimedia.org/r/#/q/6b8a2a75,n,z",1130226.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-07-04 20:33:48,2019-09-01 19:12:01,2,2,4,5,"https://gerrit.wikimedia.org/r/#/q/3b767e49,n,z",5092693.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-19 21:41:21,2019-09-02 13:11:12,61,24,85,4,"https://gerrit.wikimedia.org/r/#/q/e3c91070,n,z",1178991.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-09-01 15:46:00,2019-09-02 17:08:22,1,1,2,2,"https://gerrit.wikimedia.org/r/#/q/4e330b44,n,z",91342.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-07-07 22:08:53,2019-09-01 15:25:02,22,20,42,14,"https://gerrit.wikimedia.org/r/#/q/89cd9377,n,z",4814169.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-30 18:18:27,2019-09-01 15:08:58,109,16,125,4,"https://gerrit.wikimedia.org/r/#/q/327e8ea4,n,z",161431.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-30 18:00:50,2019-09-01 14:52:12,95,42,137,14,"https://gerrit.wikimedia.org/r/#/q/e2e543f7,n,z",161482.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-06-29 15:17:46,2019-09-01 09:07:02,4,4,8,1,"https://gerrit.wikimedia.org/r/#/q/54190757,n,z",5507356.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-06-29 14:12:11,2019-09-01 09:05:57,4,10,14,1,"https://gerrit.wikimedia.org/r/#/q/fc7c916b,n,z",5511226.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-31 21:02:24,2019-08-31 23:40:54,14,14,28,2,"https://gerrit.wikimedia.org/r/#/q/52a21ace,n,z",9510.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-31 21:46:14,2019-09-02 17:00:20,16,20,36,1,"https://gerrit.wikimedia.org/r/#/q/e0d817b7,n,z",155646.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-31 21:29:55,2019-09-02 17:00:13,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/a11863a0,n,z",156618.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-06 13:47:19,2019-09-02 23:17:21,258,0,258,1,"https://gerrit.wikimedia.org/r/#/q/03eaf421,n,z",2367002.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-31 15:37:32,2019-08-31 20:12:05,0,8,8,6,"https://gerrit.wikimedia.org/r/#/q/70cb2664,n,z",16473.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-30 16:02:10,2019-08-31 17:50:08,75,56,131,14,"https://gerrit.wikimedia.org/r/#/q/e70b5b33,n,z",92878.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-30 13:10:44,2019-08-31 17:05:54,108,76,184,12,"https://gerrit.wikimedia.org/r/#/q/5eac6d13,n,z",100510.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-31 14:02:12,2019-08-31 20:40:49,1,2,3,1,"https://gerrit.wikimedia.org/r/#/q/97f9c992,n,z",23917.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-31 13:56:21,2019-08-31 20:39:05,8,19,27,1,"https://gerrit.wikimedia.org/r/#/q/8754e077,n,z",24164.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-28 06:51:19,2019-08-31 12:29:21,1,1,2,2,"https://gerrit.wikimedia.org/r/#/q/6cd24201,n,z",279482.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-28 07:25:25,2019-08-31 12:25:40,1,1,2,2,"https://gerrit.wikimedia.org/r/#/q/a4d29699,n,z",277215.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-27 21:44:40,2019-08-30 22:50:27,1,0,1,2,"https://gerrit.wikimedia.org/r/#/q/f7eb6a66,n,z",263147.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-27 22:53:40,2019-08-31 21:09:07,2,1,3,6,"https://gerrit.wikimedia.org/r/#/q/b5445185,n,z",339327.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-29 20:22:15,2019-08-30 22:37:41,0,10,10,4,"https://gerrit.wikimedia.org/r/#/q/da64cb8f,n,z",94526.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
2019-08-29 18:05:03,2019-09-02 16:54:56,156,434,590,17,"https://gerrit.wikimedia.org/r/#/q/4129c755,n,z",341393.0,1.34.0-wmf.21,363,3,Antoine Musso,46844,0,0,0,1117231
