created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_time
2019-07-26 09:47:53,2019-10-08 18:04:45,19,3,22,13,"https://gerrit.wikimedia.org/r/#/q/095a8e5d,n,z",6423412.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-08 12:40:04,2019-10-08 17:42:01,2,2,4,6,"https://gerrit.wikimedia.org/r/#/q/4adc557e,n,z",18117.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-08 16:51:37,2019-10-08 17:06:53,63,318,381,2,"https://gerrit.wikimedia.org/r/#/q/be8ef0f2,n,z",916.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-08 00:10:07,2019-10-08 17:41:53,0,3,3,4,"https://gerrit.wikimedia.org/r/#/q/310a0713,n,z",63106.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-08-29 17:12:25,2019-10-08 13:54:57,263,97,360,14,"https://gerrit.wikimedia.org/r/#/q/9171cbe4,n,z",3444152.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-09-11 03:19:40,2019-10-08 08:31:28,42,55,97,16,"https://gerrit.wikimedia.org/r/#/q/61a0fd18,n,z",2351508.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-08 00:03:03,2019-10-08 03:53:03,3,0,3,9,"https://gerrit.wikimedia.org/r/#/q/7ab9149e,n,z",13800.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 23:15:27,2019-10-08 04:03:46,3,41,44,2,"https://gerrit.wikimedia.org/r/#/q/2816b4f7,n,z",17299.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-08-27 10:09:57,2019-10-07 21:01:47,311,142,453,35,"https://gerrit.wikimedia.org/r/#/q/043d88f6,n,z",3581510.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 19:57:58,2019-10-07 21:25:00,10,23,33,3,"https://gerrit.wikimedia.org/r/#/q/10c06427,n,z",5222.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-04 20:51:20,2019-10-07 20:25:56,1,3,4,4,"https://gerrit.wikimedia.org/r/#/q/cc5ce5d1,n,z",257676.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-09-30 17:27:25,2019-10-07 20:30:28,1,3,4,9,"https://gerrit.wikimedia.org/r/#/q/3ebbf294,n,z",615783.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 19:04:05,2019-10-07 20:11:44,71,1,72,2,"https://gerrit.wikimedia.org/r/#/q/1a592e0f,n,z",4059.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-09-27 19:02:07,2019-10-07 20:12:07,11,8,19,9,"https://gerrit.wikimedia.org/r/#/q/06bfc740,n,z",868200.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 18:09:16,2019-10-07 20:13:57,1,4,5,3,"https://gerrit.wikimedia.org/r/#/q/61c70d2d,n,z",7481.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 18:05:58,2019-10-07 19:41:27,1,1,2,2,"https://gerrit.wikimedia.org/r/#/q/4190e8e3,n,z",5729.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 15:41:38,2019-10-07 19:03:37,1,1,2,3,"https://gerrit.wikimedia.org/r/#/q/cbc1392f,n,z",12119.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 00:19:13,2019-10-07 19:29:03,13,17,30,5,"https://gerrit.wikimedia.org/r/#/q/1a3a67d2,n,z",68990.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 22:30:29,2019-10-08 12:03:08,24,4,28,2,"https://gerrit.wikimedia.org/r/#/q/773a732a,n,z",135159.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 11:11:21,2019-10-07 15:29:02,3,3,6,2,"https://gerrit.wikimedia.org/r/#/q/d40c7e24,n,z",15461.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 21:35:42,2019-10-07 21:25:06,19,0,19,5,"https://gerrit.wikimedia.org/r/#/q/c20e8781,n,z",85764.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-07 05:46:34,2019-10-07 15:28:45,1,1,2,3,"https://gerrit.wikimedia.org/r/#/q/c8eb0798,n,z",34931.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 16:55:37,2019-10-07 03:50:11,25,77,102,5,"https://gerrit.wikimedia.org/r/#/q/d1679955,n,z",125674.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 21:02:50,2019-10-07 00:19:19,2,1,3,4,"https://gerrit.wikimedia.org/r/#/q/2806196a,n,z",11789.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-09-26 18:07:55,2019-10-07 15:28:38,133,11,144,23,"https://gerrit.wikimedia.org/r/#/q/2ed69af1,n,z",940843.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 19:22:30,2019-10-06 23:50:40,2,0,2,2,"https://gerrit.wikimedia.org/r/#/q/4345c1e3,n,z",16090.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 19:20:18,2019-10-07 20:57:22,6,6,12,5,"https://gerrit.wikimedia.org/r/#/q/8835ac44,n,z",92224.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 18:11:33,2019-10-06 18:57:21,1,1,2,2,"https://gerrit.wikimedia.org/r/#/q/e06766d0,n,z",2748.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-09-03 16:02:47,2019-10-07 20:11:51,42,59,101,5,"https://gerrit.wikimedia.org/r/#/q/2612175e,n,z",2952544.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 12:55:03,2019-10-06 15:41:43,2,1,3,2,"https://gerrit.wikimedia.org/r/#/q/fef888b9,n,z",10000.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 08:21:07,2019-10-06 10:38:50,41,52,93,13,"https://gerrit.wikimedia.org/r/#/q/06a275f4,n,z",94663.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 09:53:33,2019-10-06 10:47:37,81,61,142,4,"https://gerrit.wikimedia.org/r/#/q/8545ce13,n,z",3244.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 04:55:52,2019-10-06 09:44:45,242,171,413,3,"https://gerrit.wikimedia.org/r/#/q/fb06e4cd,n,z",17333.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-04 00:53:02,2019-10-06 15:13:59,238,236,474,2,"https://gerrit.wikimedia.org/r/#/q/28c470ad,n,z",224457.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-06 01:38:53,2019-10-06 02:17:00,6,6,12,2,"https://gerrit.wikimedia.org/r/#/q/9f4dff45,n,z",2287.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 22:15:04,2019-10-06 02:17:39,80,80,160,2,"https://gerrit.wikimedia.org/r/#/q/440297fa,n,z",14555.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-04 14:14:21,2019-10-06 02:44:02,18,15,33,6,"https://gerrit.wikimedia.org/r/#/q/2a2c7bb7,n,z",131381.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 08:27:08,2019-10-06 00:13:30,6,10,16,2,"https://gerrit.wikimedia.org/r/#/q/0809a10b,n,z",56782.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 07:27:06,2019-10-05 20:21:25,21,70,91,9,"https://gerrit.wikimedia.org/r/#/q/dc3fba46,n,z",46459.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2018-06-08 20:35:40,2019-10-05 18:13:55,33,43,76,24,"https://gerrit.wikimedia.org/r/#/q/8752df65,n,z",41809095.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 16:28:20,2019-10-05 17:16:49,3,4,7,3,"https://gerrit.wikimedia.org/r/#/q/886b600e,n,z",2909.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 15:43:38,2019-10-05 23:40:59,240,183,423,2,"https://gerrit.wikimedia.org/r/#/q/ef5ab696,n,z",28641.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 15:54:53,2019-10-05 16:31:38,8,12,20,7,"https://gerrit.wikimedia.org/r/#/q/a4ae3eb3,n,z",2205.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 16:04:00,2019-10-05 16:29:24,4,8,12,3,"https://gerrit.wikimedia.org/r/#/q/18038e76,n,z",1524.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
2019-10-05 15:40:44,2019-10-05 19:27:46,55,55,110,3,"https://gerrit.wikimedia.org/r/#/q/98fcdd8f,n,z",13622.0,1.35.0-wmf.1,373,1,Dan Duvall,85455,0,0,0,1108076
