created,submitted,insertions,deletions,loc_change,total_comment_count,link,time_in_review,version,patches,rollbacks,conductor,rollbacks_time,group0_delay_days,group1_delay_days,group2_delay_days,train_total_time
2018-09-18 01:30:32,2018-09-18 02:26:10,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/a9198f06,n,z",3338.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-17 11:27:28,2018-09-17 14:06:26,1,1,2,3,"https://gerrit.wikimedia.org/r/#/q/a1ac1b82,n,z",9538.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-08-18 00:39:35,2018-09-17 21:03:36,9,4,13,1,"https://gerrit.wikimedia.org/r/#/q/aa467dac,n,z",2665441.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-08-18 02:38:01,2018-09-16 19:40:32,120,37,157,4,"https://gerrit.wikimedia.org/r/#/q/114e6547,n,z",2566951.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-07 17:02:25,2018-09-16 16:13:55,276,273,549,2,"https://gerrit.wikimedia.org/r/#/q/a4caa4d0,n,z",774690.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-15 21:15:23,2018-09-17 18:44:42,0,25,25,1,"https://gerrit.wikimedia.org/r/#/q/f31e8666,n,z",163759.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-14 18:30:57,2018-09-16 15:53:28,39,2,41,5,"https://gerrit.wikimedia.org/r/#/q/4da52463,n,z",163351.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-14 13:43:34,2018-09-14 21:30:06,9,0,9,4,"https://gerrit.wikimedia.org/r/#/q/43eaabe9,n,z",27992.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-03-09 22:06:25,2018-09-17 14:06:19,624,85,709,10,"https://gerrit.wikimedia.org/r/#/q/7960d538,n,z",16559994.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-14 14:09:50,2018-09-15 00:30:41,0,106,106,2,"https://gerrit.wikimedia.org/r/#/q/6760216e,n,z",37251.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-13 19:59:51,2018-09-14 01:53:07,2,32,34,5,"https://gerrit.wikimedia.org/r/#/q/7e0bb365,n,z",21196.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-08-29 04:48:26,2018-09-17 18:41:32,561,563,1124,8,"https://gerrit.wikimedia.org/r/#/q/add9bd19,n,z",1691586.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-13 23:59:40,2018-09-14 01:40:56,20,20,40,1,"https://gerrit.wikimedia.org/r/#/q/8889c6a8,n,z",6076.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-08 20:40:55,2018-09-13 23:40:28,127,88,215,7,"https://gerrit.wikimedia.org/r/#/q/6a83163b,n,z",442773.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-11 02:42:25,2018-09-13 23:12:25,16,0,16,9,"https://gerrit.wikimedia.org/r/#/q/c147c69a,n,z",246600.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-12 21:09:42,2018-09-13 20:49:29,1,1,2,5,"https://gerrit.wikimedia.org/r/#/q/ab7cabe6,n,z",85187.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-13 18:51:34,2018-09-14 19:40:07,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/d7ec7978,n,z",89313.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-12 20:17:17,2018-09-12 22:10:08,18,12,30,3,"https://gerrit.wikimedia.org/r/#/q/938e9402,n,z",6771.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2017-11-27 23:50:41,2018-09-13 12:27:43,5,3,8,3,"https://gerrit.wikimedia.org/r/#/q/6c6efe54,n,z",25015022.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-12 19:48:55,2018-09-13 00:56:17,9,139,148,3,"https://gerrit.wikimedia.org/r/#/q/b5ce7632,n,z",18442.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-11 17:59:52,2018-09-12 18:27:12,1,1,2,6,"https://gerrit.wikimedia.org/r/#/q/f0d5aaa4,n,z",88040.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-11 17:04:44,2018-09-12 18:26:00,112,54,166,11,"https://gerrit.wikimedia.org/r/#/q/c472b7ca,n,z",91276.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-12 16:44:05,2018-09-12 17:59:54,9,8,17,1,"https://gerrit.wikimedia.org/r/#/q/9b405a3f,n,z",4549.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-08-24 16:19:07,2018-09-13 09:40:18,0,46,46,5,"https://gerrit.wikimedia.org/r/#/q/46d7645d,n,z",1704071.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-12 11:32:31,2018-09-12 13:26:34,1,1,2,1,"https://gerrit.wikimedia.org/r/#/q/3fc713d4,n,z",6843.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-06 12:32:23,2018-09-12 16:08:48,8,0,8,12,"https://gerrit.wikimedia.org/r/#/q/4d7b6e77,n,z",531385.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-09-12 00:33:09,2018-09-12 01:08:56,162,90,252,1,"https://gerrit.wikimedia.org/r/#/q/b7fa6d10,n,z",2147.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
2018-07-26 08:57:18,2018-09-11 22:56:49,28,17,45,7,"https://gerrit.wikimedia.org/r/#/q/19c3472b,n,z",4111171.0,1.32.0-wmf.22,824,0,Antoine Musso,0,0,0,0,173055
